"filename", "language", "Lua", "Markdown", "comment", "blank", "total"
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Client\Inspector\ResourceProcessors\Proxies\Conditions.lua", "Lua", 14, 0, 1, 3, 18
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Client\Inspector\ResourceProcessors\Proxies\Factions.lua", "Lua", 35, 0, 2, 7, 44
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Client\Inspector\ResourceProcessors\Proxies\Functors.lua", "Lua", 146, 0, 10, 28, 184
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Client\Inspector\ResourceProcessors\Proxies\ItemList.lua", "Lua", 37, 0, 1, 5, 43
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Client\Inspector\ResourceProcessors\Proxies\ItemTemplate.lua", "Lua", 88, 0, 0, 3, 91
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Client\Inspector\ResourceProcessors\Proxies\Passives.lua", "Lua", 69, 0, 1, 6, 76
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Client\Inspector\ResourceProcessors\Proxies\Progressions.lua", "Lua", 126, 0, 9, 16, 151
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Client\Inspector\ResourceProcessors\Proxies\Race.lua", "Lua", 31, 0, 2, 6, 39
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Client\Inspector\ResourceProcessors\Proxies\SkillList.lua", "Lua", 25, 0, 1, 5, 31
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Client\Inspector\ResourceProcessors\Proxies\Spell.lua", "Lua", 201, 0, 2, 5, 208
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Client\Inspector\ResourceProcessors\Proxies\SpellLists.lua", "Lua", 13, 0, 1, 4, 18
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Client\Inspector\ResourceProcessors\Proxies\StatParser.lua", "Lua", 26, 0, 1, 3, 30
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Client\Inspector\ResourceProcessors\Proxies\Status.lua", "Lua", 131, 0, 2, 10, 143
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Client\Inspector\ResourceProcessors\Proxies\Tags.lua", "Lua", 33, 0, 2, 5, 40
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Client\Inspector\ResourceProcessors\Proxies\TreasureTables.lua", "Lua", 68, 0, 5, 15, 88
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Client\Inspector\ResourceProcessors\Proxies\XPReward.lua", "Lua", 22, 0, 2, 7, 31
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Client\Inspector\ResourceProcessors\ResourceProxy.lua", "Lua", 254, 0, 29, 42, 325
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Client\MazzleDocs.lua", "Lua", 86, 0, 576, 104, 766
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Client\MonsterLab\EncounterDesigner.lua", "Lua", 724, 0, 39, 116, 879
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Client\MonsterLab\ExistingEncounters.lua", "Lua", 149, 0, 12, 34, 195
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Client\MonsterLab\MonsterLab.lua", "Lua", 1324, 0, 76, 264, 1664
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Client\MonsterLab\MonsterLabExportImport.lua", "Lua", 357, 0, 21, 61, 439
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Client\Mutations\ListDesignerBaseClass.lua", "Lua", 1883, 0, 99, 250, 2232
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Client\Mutations\MutationDesigner.lua", "Lua", 567, 0, 35, 117, 719
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Client\Mutations\MutationExternalProfileUtility.lua", "Lua", 382, 0, 35, 66, 483
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Client\Mutations\MutationProfileManager.lua", "Lua", 1557, 0, 52, 246, 1855
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Client\Mutations\ProfileExecutionStatus.lua", "Lua", 166, 0, 16, 28, 210
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Client\RandomHelpers.lua", "Lua", 103, 0, 19, 18, 140
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Client\StatBrowser.lua", "Lua", 158, 0, 12, 29, 199
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Client\Styler.lua", "Lua", 126, 0, 18, 26, 170
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Server\ClientHelpers.lua", "Lua", 40, 0, 3, 14, 57
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Server\MonsterLab\EncounterManager.lua", "Lua", 329, 0, 45, 66, 440
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Server\MonsterLab\MonsterLabProfileExecutor.lua", "Lua", 170, 0, 7, 30, 207
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Server\Mutations\ExecutionDiagramGenerator.lua", "Lua", 164, 0, 5, 31, 200
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Server\Mutations\MutationProfileExecutor.lua", "Lua", 325, 0, 14, 59, 398
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Shared\Channels.lua", "Lua", 16, 0, 1, 4, 21
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Shared\Configurations\MonsterLabConfig.lua", "Lua", 100, 0, 39, 11, 150
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Shared\Configurations\MutationsConfig.lua", "Lua", 177, 0, 95, 31, 303
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Shared\Configurations\_ConfigurationStructure.lua", "Lua", 166, 0, 31, 25, 222
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Shared\EntityRecorder.lua", "Lua", 300, 0, 33, 57, 390
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Shared\MissingEnums.lua", "Lua", 18, 0, 1, 1, 20
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Shared\MonsterLab\MonsterLabConfigurationProxy.lua", "Lua", 25, 0, 4, 6, 35
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Shared\MonsterLab\MonsterLabModProxy.lua", "Lua", 92, 0, 19, 17, 128
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Shared\Mutations\External\MutationModProxy.lua", "Lua", 213, 0, 18, 29, 260
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Shared\Mutations\ListConfigurationManager.lua", "Lua", 435, 0, 46, 42, 523
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Shared\Mutations\MutationConfigurationProxy.lua", "Lua", 98, 0, 10, 16, 124
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Shared\Mutations\Mutators\AbilitiesMutator.lua", "Lua", 617, 0, 45, 115, 777
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Shared\Mutations\Mutators\ActionResourcesMutator.lua", "Lua", 673, 0, 47, 99, 819
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Shared\Mutations\Mutators\BoostsMutator.lua", "Lua", 713, 0, 22, 65, 800
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Shared\Mutations\Mutators\ClassesAndSubclassesMutator.lua", "Lua", 531, 0, 34, 92, 657
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Shared\Mutations\Mutators\EquipmentMutator.lua", "Lua", 24, 0, 1, 16, 41
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Shared\Mutations\Mutators\HealthMutator.lua", "Lua", 501, 0, 43, 95, 639
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Shared\Mutations\Mutators\LevelMutator.lua", "Lua", 535, 0, 34, 87, 656
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Shared\Mutations\Mutators\MutatorInterface.lua", "Lua", 298, 0, 38, 53, 389
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Shared\Mutations\Mutators\PassiveList\PassiveListDesigner.lua", "Lua", 74, 0, 1, 13, 88
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Shared\Mutations\Mutators\PassiveList\PassiveListMutator.lua", "Lua", 769, 0, 35, 95, 899
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Shared\Mutations\Mutators\PrepPhaseMarkerMutator.lua", "Lua", 156, 0, 19, 29, 204
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Shared\Mutations\Mutators\ProgressionsMutator.lua", "Lua", 389, 0, 27, 80, 496
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Shared\Mutations\Mutators\SpellList\SpellListDesigner.lua", "Lua", 92, 0, 4, 16, 112
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Shared\Mutations\Mutators\SpellList\SpellListMutator.lua", "Lua", 1489, 0, 91, 232, 1812
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Shared\Mutations\Mutators\StatusList\StatusListDesigner.lua", "Lua", 74, 0, 1, 13, 88
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Shared\Mutations\Mutators\StatusList\StatusListMutator.lua", "Lua", 647, 0, 35, 90, 772
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Shared\Mutations\Selectors\EntitySelector.lua", "Lua", 106, 0, 7, 25, 138
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Shared\Mutations\Selectors\FactionSelector.lua", "Lua", 266, 0, 27, 48, 341
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Shared\Mutations\Selectors\GameLevelSelector.lua", "Lua", 37, 0, 7, 9, 53
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Shared\Mutations\Selectors\PassiveSelector.lua", "Lua", 169, 0, 10, 31, 210
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Shared\Mutations\Selectors\PrepMarkerSelector.lua", "Lua", 109, 0, 7, 16, 132
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Shared\Mutations\Selectors\RaceSelector.lua", "Lua", 186, 0, 26, 37, 249
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Shared\Mutations\Selectors\SelectorInterface.lua", "Lua", 402, 0, 37, 43, 482
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Shared\Mutations\Selectors\SizeSelector.lua", "Lua", 40, 0, 8, 9, 57
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Shared\Mutations\Selectors\StatSelector.lua", "Lua", 255, 0, 26, 44, 325
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Shared\Mutations\Selectors\TagSelector.lua", "Lua", 142, 0, 15, 30, 187
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Shared\Mutations\Selectors\TemplateSelector.lua", "Lua", 267, 0, 29, 49, 345
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Shared\Mutations\Selectors\XPRewardSelector.lua", "Lua", 64, 0, 9, 12, 85
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Utilities\Advanced\_CustomEntitySerializer.lua", "Lua", 74, 0, 6, 6, 86
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Utilities\Advanced\_ECSPrinter.lua", "Lua", 327, 0, 54, 54, 435
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Utilities\Client\IMGUI\_FormBuilder.lua", "Lua", 153, 0, 20, 22, 195
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Utilities\Client\IMGUI\_Helpers.lua", "Lua", 10, 0, 1, 2, 13
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Utilities\Client\IMGUI\_Index.lua", "Lua", 3, 0, 0, 1, 4
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Utilities\Client\IMGUI\_Styler.lua", "Lua", 345, 0, 78, 64, 487
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Utilities\Common\_FileUtils.lua", "Lua", 73, 0, 18, 15, 106
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Utilities\Common\_Index.lua", "Lua", 4, 0, 0, 1, 5
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Utilities\Common\_Logger.lua", "Lua", 194, 0, 6, 33, 233
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Utilities\Common\_TableUtils.lua", "Lua", 174, 0, 46, 29, 249
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Utilities\Common\_Translator.lua", "Lua", 11, 0, 0, 3, 14
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Utilities\IDEHelpers\Ext.Osiris.RegisterListener.lua", "Lua", 2, 0, 637, 5, 644
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Utilities\IDEHelpers\ExtIdeHelpers.lua", "Lua", 11008, 0, 17268, 5644, 33920
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Utilities\IDEHelpers\Osi.Events.lua", "Lua", 316, 0, 816, 317, 1449
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Utilities\IDEHelpers\Osi.lua", "Lua", 983, 0, 2797, 1007, 4787
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Utilities\Networking\Channels.lua", "Lua", 6, 0, 19, 7, 32
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Utilities\README.md", "Markdown", 0, 22, 0, 17, 39
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Utilities\_CustomEntitySerializer.lua", "Lua", 74, 0, 6, 6, 86
"d:\Mods\BG3 Modder MultiTool\Absolutes_Laboratory\Absolutes_Laboratory\Mods\Absolutes_Laboratory\ScriptExtender\Lua\Utilities\_ECSPrinter.lua", "Lua", 327, 0, 54, 54, 435
"Total", "-", 36358, 22, 24034, 10980, 71394
